06-06-22, 50.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
stc;stc;3G 2100;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-13
stc;stc;3G 900;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
stc;stc;GSM 900;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
stc;stc;LTE 1800;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-13
stc;stc;LTE-FDD 1800;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
stc;stc;LTE-FDD 2100;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
stc;stc;LTE-FDD 800;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
stc;stc;LTE-TDD 3500;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
stc;stc;NR-TDD 3500;426;04;BHR;STC Bahrain B.S.C Closed;STC Bahrain B.S.C Closed;8997304;2020-01-14
Zain BH;Zain BH;3G 2100;426;02;BHR;Zain Bahrain B.S.C;Zain BH;8997302;2016-03-16
Zain BH;Zain BH;GSM 1800;426;02;BHR;Zain Bahrain B.S.C;Zain BH;8997302;2016-03-16
Zain BH;Zain BH;GSM 900;426;02;BHR;Zain Bahrain B.S.C;Zain BH;8997302;2016-03-16
BATELCO;BATELCO;3G 2100;426;01;BHR;Bahrain Telecommunications Company (B.S.C.);BATELCO;8997301;2016-03-02
BATELCO;BATELCO;GSM 900;426;01;BHR;Bahrain Telecommunications Company (B.S.C.);BATELCO;8997301;2016-03-02
BATELCO;BATELCO;LTE 1800;426;01;BHR;Bahrain Telecommunications Company (B.S.C.);BATELCO;8997301;2016-03-02
BTC;BTC;3G 850;364;39;BHS;The Bahamas Telecommunications Company Ltd.;The Bahamas Telecommunications Company Ltd;891282;2014-10-31
BTC;BTC;GSM 1900;364;39;BHS;The Bahamas Telecommunications Company Ltd.;The Bahamas Telecommunications Company Ltd;891282;2014-10-31
aliv;aliv;3G 1900;364;49;BHS;Be Aliv Limited;aliv;8913640;2017-05-12
aliv;aliv;3G 850;364;49;BHS;Be Aliv Limited;aliv;8913640;2017-05-12
aliv;aliv;LTE 2100;364;49;BHS;Be Aliv Limited;aliv;8913640;2019-03-26
aliv;aliv;LTE 700;364;49;BHS;Be Aliv Limited;aliv;8913640;2017-05-12
ERONET;ERONET;3G 2100;218;03;BIH;Public Enterprise Croatian Telecom JSC;ERONET;8938703;2021-06-15
ERONET;ERONET;GSM 1800;218;03;BIH;Public Enterprise Croatian Telecom JSC;ERONET;8938703;2021-06-15
ERONET;ERONET;GSM 900;218;03;BIH;Public Enterprise Croatian Telecom JSC;ERONET;8938703;2021-06-15
m:tel;m:tel;3G 2100;218;05;BIH;RS Telecommunications JSC Banja Luka;m:tel;8938705;2015-10-26
m:tel;m:tel;GSM 1800;218;05;BIH;RS Telecommunications JSC Banja Luka;m:tel;8938705;2015-10-26
m:tel;m:tel;GSM 900;218;05;BIH;RS Telecommunications JSC Banja Luka;m:tel;8938705;2015-10-26
BH Mobile;BHMOBILE;3G 2100;218;90;BIH;BH Telecom JSC Sarajevo;BH Mobile;8938701;2016-03-16
BH Mobile;BHMOBILE;3G 900;218;90;BIH;BH Telecom JSC Sarajevo;BH Mobile;8938701;2019-06-03
BH Mobile;BHMOBILE;GSM 1800;218;90;BIH;BH Telecom JSC Sarajevo;BH Mobile;8938701;2016-03-16
BH Mobile;BHMOBILE;GSM 900;218;90;BIH;BH Telecom JSC Sarajevo;BH Mobile;8938701;2016-03-16
BH Mobile;BHMOBILE;LTE 1800;218;90;BIH;BH Telecom JSC Sarajevo;BH Mobile;8938701;2019-06-03
BH Mobile;BHMOBILE;LTE 800;218;90;BIH;BH Telecom JSC Sarajevo;BH Mobile;8938701;2019-06-03
life:) BY;life:)BY;3G 2100;257;04;BLR;Belarusian Telecommunications Network CJSC;Belarusian Telecommunications Network CJSC;8937503;2015-09-02
life:) BY;life:)BY;GSM 1800;257;04;BLR;Belarusian Telecommunications Network CJSC;Belarusian Telecommunications Network CJSC;8937503;2015-09-02
life:) BY;life:)BY;GSM 900;257;04;BLR;Belarusian Telecommunications Network CJSC;Belarusian Telecommunications Network CJSC;8937503;2015-09-02
life:) BY;life:)BY;LTE 1800;257;04;BLR;Belarusian Telecommunications Network CJSC;Belarusian Telecommunications Network CJSC;8937503;2018-02-07
MTS BY;MTS BY;3G 2100;257;02;BLR;JLLC Mobile TeleSystems;MTS BY;8937502;2017-05-18
MTS BY;MTS BY;3G 900;257;02;BLR;JLLC Mobile TeleSystems;MTS BY;8937502;2017-05-18
MTS BY;MTS BY;GSM 1800;257;02;BLR;JLLC Mobile TeleSystems;MTS BY;8937502;2016-02-04
MTS BY;MTS BY;GSM 900;257;02;BLR;JLLC Mobile TeleSystems;MTS BY;8937502;2016-02-04
MTS BY;MTS BY;LTE 1800;257;02;BLR;JLLC Mobile TeleSystems;MTS BY;8937502;2017-05-18
BY VELCOM;VELCOM;3G 2100;257;01;BLR;Unitary enterprise A1;VELCOM;8937501;2016-03-16
BY VELCOM;VELCOM;3G 900;257;01;BLR;Unitary enterprise A1;VELCOM;8937501;2016-03-16
BY VELCOM;VELCOM;GSM 1800;257;01;BLR;Unitary enterprise A1;VELCOM;8937501;2016-03-16
BY VELCOM;VELCOM;GSM 900;257;01;BLR;Unitary enterprise A1;VELCOM;8937501;2016-03-16
BTL;BTL;3G 1900;702;67;BLZ;Belize Telemedia Limited;Belize Telecommunications;8950167;2016-11-29
BTL;BTL;3G 850;702;67;BLZ;Belize Telemedia Limited;Belize Telecommunications;8950167;2016-11-29
BTL;BTL;GSM 1900;702;67;BLZ;Belize Telemedia Limited;Belize Telecommunications;8950167;2012-05-09
BTL;BTL;GSM 850;702;67;BLZ;Belize Telemedia Limited;Belize Telecommunications;8950167;2016-11-29
BTL;BTL;LTE 1900;702;67;BLZ;Belize Telemedia Limited;Belize Telecommunications;8950167;2017-03-14
BTL;BTL;LTE 700;702;67;BLZ;Belize Telemedia Limited;Belize Telecommunications;8950167;2017-03-13
Smart;Smart;LTE 700;702;69;BLZ;Speednet Communications Ltd;Speednet Communications Ltd;8950169;2016-03-16
CELLONE;CELLONE;3G 850;350;000;BMU;Bermuda Digital Communications Ltd.;CELLONE;8901350;2015-08-17
CELLONE;CELLONE;GSM 1900;350;000;BMU;Bermuda Digital Communications Ltd.;CELLONE;8901350;2015-08-17
BOMOV;EMOVIL;3G 850;736;02;BOL;Entel S.A.;Entel;8959102;2015-08-10
BOMOV;EMOVIL;GSM 1800;736;02;BOL;Entel S.A.;Entel;8959102;2015-08-10
BOMOV;EMOVIL;GSM 900;736;02;BOL;Entel S.A.;Entel;8959102;2015-08-10
VIVA;VIVA;GSM 1900;736;01;BOL;Nuevatel PCS de Bolivia S.A.;Nuevatel PCS De Bolivia;8959101;2015-12-11
TIGO;TIGO;3G 1900;736;03;BOL;Telefonica Celular de Bolivia S.A.;TIGO;8959103;2017-10-10
TIGO;TIGO;3G 850;736;03;BOL;Telefonica Celular de Bolivia S.A.;TIGO ;8959103;2017-10-10
TIGO;TIGO;GSM 850;736;03;BOL;Telefonica Celular de Bolivia S.A.;TIGO;8959103;2017-10-10
TIGO;TIGO;LTE 700;736;03;BOL;Telefonica Celular de Bolivia S.A.;TIGO;8959103;2017-10-10
VIVO;VIVO;3G 2100;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;3G 850;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;GSM 1800;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;GSM 850;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;GSM 900;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;LTE 2600;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;LTE 700;724;23;BRA;Vivo S.A.;Vivo;895523;2014-11-18
VIVO;VIVO;3G 2100;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;3G 850;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;GSM 1800;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;GSM 1900;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;GSM 850;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;LTE 2600;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;LTE 700;724;10;BRA;Vivo S.A.;Vivo;895510;2014-11-18
VIVO;VIVO;3G 2100;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;3G 850;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;GSM 1800;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;GSM 1900;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;GSM 850;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;GSM 900;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;LTE 2600;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;LTE 700;724;06;BRA;Vivo S.A.;Vivo;895506;2014-11-18
VIVO;VIVO;3G 2100;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;3G 850;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;GSM 1800;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;GSM 1900;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;GSM 850;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;GSM 900;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;LTE 2600;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
VIVO;VIVO;LTE 700;724;11;BRA;Vivo S.A.;Vivo;895511;2014-11-18
Algar Telecom;Algar;GSM 1800;724;33;BRA;Algar Telecom S.A.;Algar Telecom;895533;2014-05-07
Algar Telecom;Algar;GSM 900;724;33;BRA;Algar Telecom S.A.;Algar Telecom;895533;2014-05-07
Algar Telecom;Algar;GSM 1800;724;34;BRA;Algar Telecom S.A.;Algar Telecom;895534;2014-05-07
Algar Telecom;Algar;GSM 900;724;34;BRA;Algar Telecom S.A.;Algar Telecom;895534;2014-05-07
Algar Telecom;Algar;LTE 1800;724;34;BRA;Algar Telecom S.A.;Algar Telecom;895534;2019-06-20
Algar Telecom;Algar;GSM 1800;724;32;BRA;Algar Telecom S.A.;Algar Telecom;895532;2019-07-10
Algar Telecom;Algar;GSM 900;724;32;BRA;Algar Telecom S.A.;Algar Telecom;895532;2019-07-10
Claro BRA;Claro;3G 2100;724;05;BRA;Claro S.A;Claro;8955053;2016-03-16
Claro BRA;Claro;3G 850;724;05;BRA;Claro S.A;Claro;8955053;2016-03-16
Claro BRA;Claro;GSM 1800;724;05;BRA;Claro S.A;Claro;8955050;2016-03-16
Claro BRA;Claro;GSM 900;724;05;BRA;Claro S.A;Claro;8955050;2016-03-16
Claro BRA;Claro;LTE 2600;724;05;BRA;Claro S.A;Claro;8955053;2016-03-16
TIM BRA;TIM;3G 2100;724;04;BRA;TIM S.A.;TIM BRASIL;895504;2016-03-02
TIM BRA;TIM;3G 850;724;04;BRA;TIM S.A.;TIM BRASIL;895504;2016-03-02
TIM BRA;TIM;GSM 1800;724;04;BRA;TIM S.A.;TIM BRASIL;895504;2016-03-02
TIM BRA;TIM;3G 2100;724;02;BRA;TIM S.A.;TIM BRASIL;895502;2016-03-02
TIM BRA;TIM;3G 850;724;02;BRA;TIM S.A.;TIM BRASIL;895502;2016-03-02
TIM BRA;TIM;GSM 1800;724;02;BRA;TIM S.A.;TIM BRASIL;895502;2016-03-02
TIM BRA;TIM;3G 2100;724;03;BRA;TIM S.A.;TIM BRASIL;895503;2016-03-02
TIM BRA;TIM;3G 850;724;03;BRA;TIM S.A.;TIM BRASIL;895503;2016-03-02
TIM BRA;TIM;GSM 1800;724;03;BRA;TIM S.A.;TIM BRASIL;895503;2016-03-02
Oi;Oi;GSM 1800;724;24;BRA;Oi Móvel S.A;Oi;895524;2016-03-02
Oi;Oi;GSM 900;724;24;BRA;Oi Móvel S.A;Oi;895524;2016-03-02
Oi;Oi;GSM 1800;724;16;BRA;Oi Móvel S.A;Oi;895516;2016-03-02
Oi;Oi;GSM 1800;724;31;BRA;Oi Móvel S.A;Oi;895531;2016-03-02
DIGICEL;DIGICEL;3G 2100;342;750;BRB;Digicel (Barbados) Limited;DIGICEL;890105;2015-08-18
DIGICEL;DIGICEL;GSM 1800;342;750;BRB;Digicel (Barbados) Limited;DIGICEL;890105;2015-08-18
DIGICEL;DIGICEL;GSM 1900;342;750;BRB;Digicel (Barbados) Limited;DIGICEL;890105;2015-08-18
DIGICEL;DIGICEL;GSM 900;342;750;BRB;Digicel (Barbados) Limited;DIGICEL;890105;2015-08-18
FLOW;FLOW;GSM 1900;342;600;BRB;Cable & Wireless (Barbados) Ltd;FLOW;8901012;2016-08-22
PCSB;PCSB;3G 2100;528;02;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
PCSB;PCSB;3G 900;528;02;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
PCSB;PCSB;GSM 400;528;02;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
PCSB;PCSB;LTE 1800;528;02;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
PCSB;PCSB;LTE 2100;528;02;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
DSTCom;DSTCom;3G 2100;528;11;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
DSTCom;DSTCom;3G 900;528;11;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
DSTCom;DSTCom;GSM 400;528;11;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
DSTCom;DSTCom;LTE 1800;528;11;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
DSTCom;DSTCom;LTE 2100;528;11;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
Imagine;Imagine;3G 2100;528;01;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
Imagine;Imagine;3G 900;528;01;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
Imagine;Imagine;GSM 400;528;01;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
Imagine;Imagine;LTE 1800;528;01;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
Imagine;Imagine;LTE 2100;528;01;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
UNN;UNN;3G 2100;528;03;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
UNN;UNN;3G 900;528;03;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
UNN;UNN;GSM 400;528;03;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
UNN;UNN;LTE 1800;528;03;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
UNN;UNN;LTE 2100;528;03;BRN;Unified National Networks Sdn Bhd;Unified National Networks Sdn Bhd;89673;2020-10-30
TASHICELL;TASHICEL;GSM 1800;402;77;BTN;Tashi InfoComm Ltd, Thimphu;TASHICELL;8997577;2016-03-02
TASHICELL;TASHICEL;GSM 900;402;77;BTN;Tashi InfoComm Ltd, Thimphu;TASHICELL;8997577;2016-03-02
BT B-Mobile;B-Mobile;GSM 900;402;11;BTN;Bhutan Telecom Ltd.;B-Mobile;8997511;2012-03-13
BTC;BTC;3G 2100;652;04;BWA;Botswana Telecommunications Corporation;BTC;8926704;2020-01-05
BTC;BTC;GSM 1800;652;04;BWA;Botswana Telecommunications Corporation;BTC;8926704;2019-11-25
BTC;BTC;GSM 900;652;04;BWA;Botswana Telecommunications Corporation;BTC;8926704;2019-11-25
BTC;BTC;LTE-FDD 1800;652;04;BWA;Botswana Telecommunications Corporation;BTC;8926704;2020-01-05
BTC;BTC;LTE-FDD 1900;652;04;BWA;Botswana Telecommunications Corporation;BTC;8926704;2020-01-05
BTC;BTC;LTE-TDD 2300;652;04;BWA;Botswana Telecommunications Corporation;BTC;8926704;2020-01-05
Orange;Orange;3G 2100;652;02;BWA;Orange Botswana (Pty) Ltd;ORANGE;8926702;2016-03-02
Orange;Orange;GSM 900;652;02;BWA;Orange Botswana (Pty) Ltd;ORANGE;8926702;2016-03-02
BW MASCOM;MASCOM;GSM 900;652;01;BWA;Mascom Wireless (Pty) Limited;MASCOM;8926701;2015-08-10
ETISALAT RCA;ETISALAT;GSM 900;623;01;CAF;Atlantique Telecom Centrafrique SA;ETISALAT;8923601;2012-01-16
Telecel;Telecel;GSM 900;623;02;CAF;Telecel Centrafrique SA;Telecel Centrafrique SA;8962302;2014-12-03
KNET;KNET;GSM 850;302;380;CAN;Keewaytinook Okimakanak;KNET Services;8901380;2015-12-11
Execulink Telecom;ETI;GSM 850;302;340;CAN;Execulink Telecom Inc;Execulink Telecom;8901302;2015-02-04
Wightman;Wightman;GSM 850;302;940;CAN;Wightman Telecom Ltd;Wightman Telecom;8930294;2010-12-02
Eastlink;Eastlink;3G 1700;302;270;CAN;Bragg Communications Inc.;Bragg Communications Inc;891035;2016-03-16
Eastlink;Eastlink;3G 2100;302;270;CAN;Bragg Communications Inc.;Bragg Communications Inc;891035;2016-03-16
Eastlink;Eastlink;LTE 1700;302;270;CAN;Bragg Communications Inc.;Bragg Communications Inc;891035;2016-03-16
Eastlink;Eastlink;LTE 2100;302;270;CAN;Bragg Communications Inc.;Bragg Communications Inc;891035;2016-03-16
Eastlink;Eastlink;LTE 700;302;270;CAN;Bragg Communications Inc.;Bragg Communications Inc;891035;2016-03-16
FastRoam;FastRoam;3G 1900;302;880;CAN;SaskTel;SaskTel shared with Bell & TELUS;;2016-10-26
FastRoam;FastRoam;3G 850;302;880;CAN;SaskTel;SaskTel shared with Bell & TELUS;;2016-10-26
SaskTel;SaskTel;3G 1900;302;780;CAN;SaskTel;SaskTel;89302780;2015-10-26
SaskTel;SaskTel;3G 850;302;780;CAN;SaskTel;SaskTel;89302780;2015-10-26
SaskTel;SaskTel;LTE 1900;302;780;CAN;SaskTel;SaskTel;89302780;2017-08-10
SaskTel;SaskTel;LTE 2100;302;780;CAN;SaskTel;SaskTel;89302780;2017-08-10
SaskTel;SaskTel;LTE 2600;302;780;CAN;SaskTel;SaskTel;89302780;2017-08-10
SaskTel;SaskTel;LTE 700;302;780;CAN;SaskTel;SaskTel;89302780;2017-08-10
SaskTel;SaskTel;LTE 850;302;780;CAN;SaskTel;SaskTel;89302780;2017-08-10
Videotron;CANVT;LTE 1700;302;520;CAN;Videotron Ltd;Videotron;8930250;2017-07-20
Videotron;CANVT;LTE 2600;302;520;CAN;Videotron Ltd;Videotron;8930250;2017-07-20
Videotron;CANVT;LTE 700;302;520;CAN;Videotron Ltd;Videotron;8930250;2017-07-20
Videotron;CANVT;3G 1700;302;500;CAN;Videotron Ltd;Videotron;8930250;2015-12-18
Videotron;CANVT;LTE 1700;302;500;CAN;Videotron Ltd;Videotron;8930250;2017-07-18
Videotron;CANVT;LTE 2600;302;500;CAN;Videotron Ltd;Videotron;8930250;2017-07-18
Videotron;CANVT;LTE 700;302;500;CAN;Videotron Ltd;Videotron;8930250;2017-07-20
FastRoam;FastRoam;3G 1900;302;880;CAN;Bell Mobility Inc.;Bell shared with TELUS & SaskTel;;2016-02-04
FastRoam;FastRoam;3G 850;302;880;CAN;Bell Mobility Inc.;Bell shared with TELUS & SaskTel;;2016-02-04
Bell;Bell;3G 1900;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-02-04
Bell;Bell;3G 850;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-02-04
Bell;Bell;LTE 1900;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-02-04
Bell;Bell;LTE 2100;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-02-04
Bell;Bell;LTE 2600;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-02-04
Bell;Bell;LTE 700;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-02-04
Bell;Bell;LTE 850;302;610;CAN;Bell Mobility Inc.;Bell Mobility;89302610;2016-12-08
Freedom;Freedom;3G 1700;302;490;CAN;Freedom Mobile Inc;Freedom Mobile;8930249;2016-05-25
Freedom;Freedom;3G 2100;302;490;CAN;Freedom Mobile Inc;Freedom Mobile;8930249;2017-03-16
Freedom;Freedom;LTE 1700;302;490;CAN;Freedom Mobile Inc;Freedom Mobile;8930249;2017-03-16
Freedom;Freedom;LTE 2100;302;490;CAN;Freedom Mobile Inc;Freedom Mobile;8930249;2017-03-16
Freedom;Freedom;LTE 2600;302;490;CAN;Freedom Mobile Inc;Freedom Mobile;8930249;2017-12-12
FastRoam;FastRoam;3G 1900;302;880;CAN;TELUS Communications Inc.;TELUS shared with Bell & SaskTel;;2016-03-02
FastRoam;FastRoam;3G 850;302;880;CAN;TELUS Communications Inc.;TELUS shared with Bell & SaskTel;;2016-03-02
TELUS;TELUS;3G 1900;302;220;CAN;TELUS Communications Inc.;TELUS;891223;2016-03-02
TELUS;TELUS;3G 850;302;220;CAN;TELUS Communications Inc.;TELUS;891223;2016-03-02
TELUS;TELUS;LTE 1700;302;220;CAN;TELUS Communications Inc.;TELUS;891223;2016-12-07
TELUS;TELUS;LTE 2100;302;220;CAN;TELUS Communications Inc.;TELUS;891223;2016-12-07
Ice Wireless Inc;Ice;3G 850;302;620;CAN;Ice Wireless Inc.;Ice Wireless Inc;891620;2017-07-26
Ice Wireless Inc;Ice;GSM 1900;302;620;CAN;Ice Wireless Inc.;Ice Wireless Inc;891620;2017-07-26
Ice Wireless Inc;Ice;LTE 850;302;620;CAN;Ice Wireless Inc.;Ice Wireless Inc;891620;2017-07-26
Fido;Fido;GSM 1900;302;370;CAN;Rogers Communications Canada Inc.;FIDO;8930237;2016-02-04
Rogers Wireless;ROGERS;3G 1700;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
Rogers Wireless;ROGERS;3G 1900;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
Rogers Wireless;ROGERS;3G 1900;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;3G 2100;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
Rogers Wireless;ROGERS;3G 2100;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;3G 850;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;GSM 1900;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;GSM 850;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;LTE 1700;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;LTE 2100;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2016-02-04
Rogers Wireless;ROGERS;LTE-FDD 2600;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
Rogers Wireless;ROGERS;LTE-FDD 600;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
Rogers Wireless;ROGERS;LTE-FDD 700;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
Rogers Wireless;ROGERS;LTE-TDD 3500;302;720;CAN;Rogers Communications Canada Inc.;Rogers Wireless;8930272;2019-11-14
SSi;SSi;GSM 1800;302;480;CAN;SSi Micro Ltd;SSi;891480;2017-11-29
SSi;SSi;GSM 1900;302;480;CAN;SSi Micro Ltd;SSi;891480;2017-11-29
SSi;SSi;PCS 1800;302;480;CAN;SSi Micro Ltd;SSi;891480;2017-11-29
SSi;SSi;PCS 1900;302;480;CAN;SSi Micro Ltd;SSi;891480;2017-11-29
Xplore;Xplore;LTE 2100;302;130;CAN;Xplore Mobile Inc.;Xplore Mobile;8930213;2018-09-25
Xplore;Xplore;LTE 2500;302;130;CAN;Xplore Mobile Inc.;Xplore Mobile;8930213;2018-09-25
Xplore;Xplore;LTE 700;302;130;CAN;Xplore Mobile Inc.;Xplore Mobile;8930213;2018-09-25
Salt;Salt;3G 2100;228;03;CHE;Salt Mobile SA;Salt;894103;2015-11-03
Salt;Salt;GSM 1800;228;03;CHE;Salt Mobile SA;Salt;894103;2015-11-03
Salt;Salt;LTE 1800;228;03;CHE;Salt Mobile SA;Salt;894103;2015-11-03
Salt;Salt;LTE 2600;228;03;CHE;Salt Mobile SA;Salt;894103;2015-11-03
Sunrise;Sunrise;3G 2100;228;02;CHE;Sunrise UPC GmbH;Sunrise;894102;2016-03-02
Sunrise;Sunrise;GSM 1800;228;02;CHE;Sunrise UPC GmbH;Sunrise;894102;2016-03-02
Sunrise;Sunrise;GSM 900;228;02;CHE;Sunrise UPC GmbH;Sunrise;894102;2016-03-02
Sunrise;Sunrise;LTE 1800;228;02;CHE;Sunrise UPC GmbH;Sunrise;894102;2017-05-10
Sunrise;Sunrise;LTE 2600;228;02;CHE;Sunrise UPC GmbH;Sunrise;894102;2017-05-10
Sunrise;Sunrise;LTE 800;228;02;CHE;Sunrise UPC GmbH;Sunrise;894102;2017-05-10
Swisscom;Swisscom;3G 2100;228;01;CHE;Swisscom (Switzerland) Ltd;Swisscom;894101;2019-06-20
Swisscom;Swisscom;GSM 1800;228;01;CHE;Swisscom (Switzerland) Ltd;Swisscom;894101;2019-06-20
Swisscom;Swisscom;GSM 900;228;01;CHE;Swisscom (Switzerland) Ltd;Swisscom;894101;2019-06-20
WOM;WOM;3G 1700;730;09;CHL;WOM S.A.;WOM Chile;895609;2016-03-16
WOM;WOM;3G 2100;730;09;CHL;WOM S.A.;WOM Chile;895609;2016-03-16
WOM;WOM;LTE 1700;730;09;CHL;WOM S.A.;WOM Chile;895609;2016-03-16
WOM;WOM;LTE 2100;730;09;CHL;WOM S.A.;WOM Chile;895609;2017-05-12
ENTEL PCS;ENTEL;3G 1900;730;01;CHL;Entel PCS Telecomunicaciones S.A.;ENTEL PCS;895601;2016-02-04
ENTEL PCS;ENTEL;GSM 1900;730;01;CHL;Entel PCS Telecomunicaciones S.A.;ENTEL PCS;895601;2016-02-04
